no,name,logo_name,address,province,phone_numbers,faxes,Emails,website_or_facebook,mailbox,department_name,major
56,សាកលវិទ្យាល័យខ្មែរ បច្ចេកវិទ្យា និង គ្រប់គ្រង,technology_management,ផ្លូវឯករាជ្យ ភូមិ ២ សង្កាត់​ ៣ ក្រុងព្រះសីហនុ ខេត្តព្រះសីហនុ,ព្រះសីហនុ,០៣៤ ៩៣៣ ៧១៨; ០៩៣ ៩៣៦ ៦៩៩; ០១៥ ៥៥៥ ៦៥០,០៣៤ ៩៣៣ ៧១៨ ,kutm.shv@gmail.com ; www.samorl.net@gmail.com,www.kutm.edu.kh,,១.មហាវិទ្យាល័យវិទ្យាសាស្ត្រនិងបច្ចេកវិទ្យា,ព័ត៌មានវិទ្យា
,,,,,,,,,,,កុំព្យូទ័រអនុវត្ត
,,,,,,,,,,,គណិតសាស្ត្រ
,,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,វិទ្យាសាស្ត្រទូរគមនាគមន៍
,,,,,,,,,,,សិ្ថតិអនុវត្ត
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រ កសិកម្មនិងអភិវឌ្ឍជនបទ,ក្សេត្រសាស្ត្រ
,,,,,,,,,,,បសុព្យាបាល
,,,,,,,,,,,រុក្ខសាស្ត្រ
,,,,,,,,,,,កសិកម្ម និង អភិវឌ្ឍន៍ជនបទ
,,,,,,,,,,៣.មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្ត្រ និងភាសា,រដ្ឋបាលអប់រំ
,,,,,,,,,,,ការអប់រំ
,,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,,,ភាសាអង់គ្លេសសម្រាប់អាជីវកម្ម
,,,,,,,,,,,"ភាសាអង់គ្លេសសម្រាប់គ្រប់គ្រងទេសចរណ៍
និងបដិសណ្ឋារកិច្ច"
,,,,,,,,,,៤.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម និង​ទេសចរណ៍,គណនេយ្យ
,,,,,,,,,,,គ្រប់គ្រងទូទៅ
,,,,,,,,,,,កសិពាណិជ្ជកម្ម
,,,,,,,,,,,កុំព្យូទ័រពាណិជ្ជកម្ម
,,,,,,,,,,,សេដ្ឋកិច្ចកសិកម្ម
,,,,,,,,,,,គ្រប់គ្រងធនធានមនុស្ស
,,,,,,,,,,,គ្រប់គ្រងនិងបដិសណ្ឋារកិច្ច
,,,,,,,,,,,ការទិញលក់ផ្ទះ និង ដី
,,,,,,,,,,,ហិរញ្ញវត្ថុ និងធនាគារ
,,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,,គ្រប់គ្រងឧស្សាហកម្ម
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,,ពាណិជ្ជកម្មអន្តរជាតិ
,,,,,,,,,,,គ្រប់គ្រងអាជីវកម្ម
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,ការធានារ៉ាប់រង
,,,,,,,,,,៦.មហាវិទ្យាល័យនីតិសាស្ត្រ និង វិទ្យាសាស្ត្រសង្គម,នីតិសាធារណៈ
,,,,,,,,,,,នីតិឯកជន
,,,,,,,,,,,ចិត្តវិទ្យា
,,,,,,,,,,,ការសិក្សាអំពីការអភិវឌ្ឍន៍
,,,,,,,,,,,សង្គមវិទ្យា
,,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,,ទំនាក់ទំនងអន្តរជាតិ
,,,,,,,,,,,នរវិទ្យា
,,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,,រដ្ឋបាលសាធារណៈ
57,សាកលវិទ្យាល័យអង្គរខេមរា,angkor_khemara,ភូមិទី១ ឧសភា សង្កាត់ កំពង់កណ្ដាល ក្រុងកំពត ខេត្តកំពត,កំពត,០៣៣ ៦៣៦ ៣១៤៩; ០៣៣ ៦៩០ ៣៨៨៤; ០៩៧ ៧៧៧ ៩៣៩៥,,angkorkhemara_ukp@yahoo.com,www.aku.education,,១.មហាវិទ្យាល័យសិល្បៈ​ មនុស្សសាស្ដ្រ នឹងភាសា,ប្រវត្តិវិទ្យា
,,,,,,,,,,,ទស្សនវិជ្ជា
,,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,,ភាសាអង់គ្លេស
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រកសិកម្ម និងអភិវឌ្ឍន៍ជនបទ,សេដ្ឋកិច្ចកសិកម្ម
,,,,,,,,,,,អភិវឌ្ឍជនបទ
,,,,,,,,,,,វិទ្យាសាស្ត្រកសិកម្ម
,,,,,,,,,,៣.មហាវិទ្យាល័យគណិតសាស្ត្រ និង វិទ្យាសាស្ត្រ,គណិតវិទ្យា
,,,,,,,,,,,រូបវិទ្យា
,,,,,,,,,,,គីមីវិទ្យា
,,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូទ័រ
,,,,,,,,,,,អគ្គិសនី
,,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម,សង្គមវិទ្យា
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,,គ្រប់គ្រងទូទៅ
,,,,,,,,,,,នីតិឯកជន
,,,,,,,,,,,គណនេយ្យ និងហិរញ្ញវត្ថុ
,,,,,,,,,,,ធនាគារ នឹងហិរញ្ញវត្ថុ
,,,,,,,,,,,កិច្ចការសង្គម
,,,,,,,,,,,ភូមិវិទ្យា
,,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,,ទីផ្សារ និងការលក់
,,,,,,,,,,,ចិត្តវិទ្យា
,,,,,,,,,,,វិទ្យាសាស្ត្រនយោបាយ
,,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,,គ្រប់គ្រងពាណិជ្ជកម្ម
,,,,,,,,,,៥.មហាវិទ្យាល័យ វិទ្យាសាស្ត្រអប់រំ,គ្រប់គ្រងអប់រំ
,,,,,,,,,,,ការអប់រំរូបវិទ្យា
,,,,,,,,,,,ការអប់រំភូមិវិទ្យា
,,,,,,,,,,,ការអប់រំប្រវត្តិវិទ្យា
,,,,,,,,,,,គរុកោសល្យសង្គម
,,,,,,,,,,,ការអប់រំគីមីវិទ្យា
,,,,,,,,,,,ការអប់រំទស្សនវិជ្ជា
,,,,,,,,,,,ការអប់រំអក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,,ការអប់រំគណិតវិទ្យា
,,,,,,,,,,,ការអប់រំជីវវិទ្យា
,,,,,,,,,,,ការអប់រំភាសាអង់គ្លេស
58,វិទ្យាស្ថានវិទ្យាសាស្ត្រអាស៊ី,asia_science,អគារ ២១-៣៥ ផ្លូវលេខ ៥១៦ សង្កាត់ទួលសង្កែ ខណ្ឌឬស្សីកែវ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០១០ ៣០០​ ៧៦៨ ; ០២៣ ៦៦៦ ៨៦៦៦,,info@ais-edu.com,www.ais-edu.com ;  www.facebook.com/asia.sciences,,,គិលានុបដ្ឋាក
,,,,,,,,,,,ឆ្មប
,,,,,,,,,,,មន្ទីរពិសោធន៍
59,វិទ្យាស្ថានខេមអេដប៊ីហ្សនេសស្តូល,cam_ed,ផ្ទះលេខ ៦៤ ផ្លូវ១០៨ សង្កាត់វត្តភ្នំ ខណ្ឌដូនពេញ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៩៨៦ ៥២២; ០២៣ ៩៨៦ ៩៦០; ០២៣ ៩៨៦ ៩៦១; ០១២ ៦១៨ ៩៨៨,,reception@cam-ed.com,www.cam-ed.com;  www.facebook.com/CamEdBusinessSchool,,វិទ្យាស្ថានខេមអេដប៊ីហ្សនេស,គណនេយ្យ
,,,,,,,,,,,ហិរញ្ញវត្ថុ
,,,,,,,,,,,គ្រប់គ្រង
60,វិទ្យាស្ថានវ៉ាន់ដា,vanda,មហាវិថីម៉ៅសេទុង សង្កាត់ទំនប់ទឹក ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ២១៣ ៥៦៣,០២៣ ២១៣ ៥៦២,vanda@camnet.com.kh,www.vanda.edu.kh  Vanda Institute of Accounting,,១.មហាវិទ្យាល័យគណនេយ្យ,គណនេយ្យ
,,,,,,,,,,២.មហាវិទ្យាល័យហិរញ្ញវត្ថុ និងធនាគារ,ហិរញ្ញវត្ថុ និង ធនាគារ
61,វិទ្យាស្ថានសិល្បៈភ្នំពេញអន្តរជាតិ,ppia,ផ្ទះលេខ ១៣៤អេ ផ្លូវលេខ ៥១(ប៉ាស្ទ័រ) សង្កាត់បឹងកេងកង១ ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៦៦៦ ៦៧១៦; ០១២ ២៥៥ ១៧៤,,admin@ppiia.org,www.ppiia.org PPIIA-Phnom Penh International Institute of the Arts,,១.ដេប៉ាតឺម៉ង់តូរ្យតន្ត្រី,ព្យាណូ
,,,,,,,,,,,សូរសំនៀង
,,,,,,,,,,,ឧបករណ៍ប្រើខ្សែ និងខ្យល់
,,,,,,,,,,,អក្សរភ្លេង និពន្ធបទភ្លេង
,,,,,,,,,,២.ដេប៉ាតឺម៉ង់របាំ,របាំបាឡេ
,,,,,,,,,,,ក្បាច់រចនាទំនើប
,,,,,,,,,,៣.ដេប៉ាតឺម៉ង់គំនូរ និង ចលនា,រចនាម៉ូដសំលៀកបំពាក់ និង វាយនភណ្ឌ
,,,,,,,,,,,ស្ថាបត្យកម្ម និងរចនាខាងក្នុង
,,,,,,,,,,,រចនាប្លង់
62,វិទ្យាស្ថានស៊ីតិក,setec,អគារលេខ ៨៦អា ផ្លូវសហព័ន្ឋរុស្សី(ផ្លូវ ១១០) កែងផ្លូវលេខ ២៥៩ សង្កាត់ទឹកល្អក់ទី១ ខណ្ឌទួលគោក រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៨៨០ ៦១២,០២៣ ៨៨០ ៦១២,info@setecu.com,www.setecu.com ; www.facebook.com/setecedu,,១.មហាវិទ្យាល័យគ្រប់គ្រង,គ្រប់គ្រងប្រព័ន្ឋព័ត៌មានវិទ្យា
,,,,,,,,,,២.មហាវិទ្យាល័យពាណិជ្ជកម្ម,ពាណិជ្ជកម្មព័ត៌មានវិទ្យា
,,,,,,,,,,,ប្លង់ និងរចនា
63,វិទ្យាស្ថានអភិវឌ្ឍន៍អាស៊ីសច្ចៈ,sachak_asia,អគារលេខ ៤៧ Eo ផ្លូវលេខ៣៤៨ សង្កាត់ទួលស្វាយព្រៃមួយ ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៦៩០ ០៧៦៧; ០២៣ ៦៩២ ១៩១២,,sadi@sadi.edu.kh,www.sadi.edu.kh,,១.មហាវិទ្យាល័យ បច្ចេកវិទ្យាព័ត៌មាន,គ្រប់គ្រងបណ្ដាញកុំព្យូទ័រ
,,,,,,,,,,,វិស្វកម្មកម្មវិធីកុំព្យូទ័រ
,,,,,,,,,,,គ្រប់គ្រងទិន្នន័យកុំព្យូទ័រ
,,,,,,,,,,២.មហាវិទ្យាល័យភាសាបរទេស,ភាសាអង់គ្លេសផ្នែកអប់រំ
,,,,,,,,,,៣.មហាវិទ្យាល័យពាណិជ្ជកម្ម,គ្រប់គ្រងអាជីវកម្ម
,,,,,,,,,,,គ្រប់គ្រង់គណនេយ្យ
,,,,,,,,,,,គ្រប់គ្រងទីផ្សារ
64,វិទ្យាស្ថានអន្តរជាតិ អេស អាយ យូ,siu,ផ្លូវលេខ ២១៧ ផ្ទះលេខ ៨E1 សង្កាត់ស្ទឹងមានជ័យ ខណ្ឌមានជ័យ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០៩៥ ៦៧៩ ៦៩៥; ០៩៦ ២៤៩ ៩៨៣០,,info@ice.edu.kh,www.ice.edu.kh,,១.មហាវិទ្យាល័យភាសាបរទេស,ភាសាបរទេស
,,,,,,,,,,២.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,គ្រប់គ្រង
,,,,,,,,,,,សណ្ឋាគារ និង ទេសចរណ៍
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,ទីផ្សារ
65,វិទ្យាស្ថាន អេសធី ខ្លេម៉ិនស៍,st_clement,អគារលេខ ១០២ ផ្លូវ ៥៩៨ សង្កាត់បឹងកក់ ២ ខណ្ឌទួលគោក រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០១២ ៣៨៧ ២២៣; ០១២ ៥៥១ ៧៧៧; ០៦៩ ២៥៦ ៦៧៩; ០២៣ ៦៣១ ៦០៣៦,,info@stclements.edu.kh,www.stclements.edu.kh,,១.ដេប៉ាតឺម៉ង់វិទ្យាសាស្ត្រសង្គម និង សេដ្ឋកិច្ច,គ្រប់គ្រងពាណិជ្ជកម្ម
,,,,,,,,,,,គ្រប់គ្រងហិរញ្ញវត្ថុ និង ធនាគារ
,,,,,,,,,,,បដិសណ្ឋារកិច្ច និងគ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,២.ដេប៉ាតឺម៉ង់បច្ចេកវិទ្យាព័ត៌មាន,បច្ចេកវិទ្យាព័ត៌មាន
66,វិទ្យាស្ថាន អ៊ីនធឺរេដ,,អគារលេខ ៨ ផ្លូវ១៧៣ សង្កាត់អូឡាំពិក ខណ្ឌចំការមន រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០៦៩ ៨៦៦ ៦៥៦; ០១២ ៦៥៦; ០១៣ ; ០១២ ២៣៤ ៨៩០,,intered.institute@gmail.com,www.intered-institute.com,,១.មហាវិទ្យាល័យមនុស្សសាស្ត្រនិងភាសា,ភាសាអង់គ្លេស
,,,,,,,,,,២.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,គ្រប់គ្រង
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,ហិរញ្ញវត្ថុធនាគារ
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,,ពាណិជ្ជកម្មអន្តរជាតិ
,,,,,,,,,,,កុំព្យូទ័រពាណិជ្ជកម្ម
,,,,,,,,,,,ទំនាក់ទំនងពាណិជ្ជកម្ម
,,,,,,,,,,,គ្រប់គ្រងហានិភ័យ
,,,,,,,,,,,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,,គ្រប់គ្រងធនធានមនុស្ស
,,,,,,,,,,,គ្រប់គ្រងសណ្ឋាគារ និង បដិសណ្ឋារកិច្ច
67,វិទ្យាស្ថានគ្រប់គ្រង ភីស៊ីអិល,pcl,ផ្លូវប៉េតុង ៦០០ ភូមិត្នោតជ្រុំ៥ សង្កាត់បឹងទំពុន  សណ្ឌមានជ័យ រាជធានីភ្នំពេញ,រាជធានីភ្នំពេញ,០២៣ ៦៩១ ៦៧៥៨;   ០៩៧ ២១៦ ៣២៧៩; ០១២ ៧៧៩ ២៧៤;    ០១២ ៧៣០ ០១៦,,justin@pcl.is;julie@pcl.is; nguthsophal@gmail.com,www.pcl.is,www.facebook.com/pmi.pcl.sareyboth,១.មហាវិទ្យាល័យសិល្បៈ អប់រំនិងភាសា,បង្រៀនភាសាអង់គ្លេស
,,,,,,,,,,២.មហាវិទញយាល័យគ្រប់គ្រងពាណិជ្ជកម្ម,គ្រប់គ្រងទូទៅ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,គណនេយ្យ
68,វិទ្យាស្ថានគ្រប់គ្រង និអភិវឌ្ឍន៍,imd,ភូមិពាលញែក១ សង្កាត់ផ្ទះព្រៃ ក្រុងពោធ៍សាត់ ខេត្តពោធ៍សាត់,ពោធ៍សាត់,០៨៧ ៥៤៥ ៧០៣; ០១២ ៥២០ ០០៦     ,,mensethy@camintel.com,www.imd.edu.kh,www.imd.edu.kh Imd Pursat,១.មហាវិទ្យាល័យបរទេស,អប់រំភាសាអង់គ្លេស
,,,,,,,,,,,គ្រូភាសាអង់គ្លេស
,,,,,,,,,,,បកប្រែភាសាអង់គ្លេស
,,,,,,,,,,២.មាហាវិទ្យាល័យគ្រប់គ្រង,គ្រប់គ្រង
,,,,,,,,,,,គណនេយ្យ និងហិរញ្ញវត្ថុ
,,,,,,,,,,,គ្រប់គ្រងទីផ្សារ
,,,,,,,,,,៣.មហាវិទ្យាល័យ នីតិសាស្ត្រ និងសេដ្ឋកិច្ច,ហិរញ្ញវត្ថុ និងធនាគារ
,,,,,,,,,,៤.មហាវិទ្យាល័យ  បច្ចេកវិទ្យាព័ត៌មាន,តបណ្តាញកុំព្យូរទ័រ
,,,,,,,,,,,សរសេរកម្មវិធីកុំព្យូរទ័រ
69,វិទ្យាស្ថានក្រុងកម្ពុជា,krong_angkor,ផ្លូវលេខ១១ ភូមិកំពង់ធំ សង្កាត់កំពង់រទេះ ក្រុងស្ទឹងសែន ខេត្តកំពង់ធំ,កំពង់ធំ,០១២ ៩៩៦ ៣៨២; ០១២ ៧៧៦ ៣៨២; ០៩២ ៨៥២ ០៩០; ១២៧ ១១៥៧៨,,aci_kt@yahoo.com;aci@camintel.com,www.aci-edu.blogspot.com,www.facebook/AngkorCityInstitute,១.មហាវិទ្យាល័យគ្រប់គ្រង និងទេសចរណ៍,គ្រប់គ្រង
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,២.មហាវិទ្យាល័យនីតិសាស្ត្រ និងសេដ្ឋកិច្ច,នីតិសាធារណៈ
,,,,,,,,,,,នីតិឯកជន
,,,,,,,,,,,ធនាគារ និងហិរញ្ញវត្ថុ
,,,,,,,,,,៣.មហាវិទ្យាល័យព័ត៌មានវិទ្យា,ការអប់រំភាសាអង់គ្លេស
,,,,,,,,,,,គ្រប់គ្របបណ្ដាញកុំព្យូរទ័រ
,,,,,,,,,,,វិស្វកម្មកម្មវិធីកុំព្យូរទ័រ
,,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រអប់រំ,អក្សរសាស្រ្តខ្មែរ
,,,,,,,,,,,គណិតវិទ្យា
,,,,,,,,,,,រូបវិទ្យា
70,វិទ្យាស្ថាន ខេមរាសាស្ត្រ,,ភូមិលេខ៨ សង្កាត់កំពង់លាវ ក្រុងព្រៃវែង ខេត្តព្រៃវែង,ព្រៃវែង,០៤៣ ៦៣២ ០០០៩,,ksipreyvng@yahoo.com,,,១.មហាវិទ្យាល័យវិទ្យាសាស្ត្រអប់រំ,គណិតវិទ្យា
,,,,,,,,,,,រូបវិទ្យា
,,,,,,,,,,,ជីវវិទ្យា
,,,,,,,,,,,អក្សរសាស្រ្តខ្មែរ
,,,,,,,,,,,អក្សរសាស្ត្រអង់គ្លេស
,,,,,,,,,,,ប្រវត្តិវិទ្យា
,,,,,,,,,,,ភូមិវិទ្យា
71,វិទ្យាស្ថានប្រាយហូប,bright_hope,ភូមិធម្មយុត្តិ សង្កាត់ប្អេរ ក្រុងកំពង់ឆ្នាំង ខេត្តកំពង់ឆ្នាំង ,កំពង់ឆ្នាំង,០១២ ៥៧១ ៣៦២ ;                       ០២៦ ៦៩០ ៥១៤,,seng.sintha@gmail.com,www.brighthopeinstitute.org,,១.មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម និងទេសចរណ៍,គ្រប់គ្រង
,,,,,,,,,,,រដ្ឋបាលសាធារណៈ
,,,,,,,,,,,ហិរញ្ញវត្ថុ និងធនាគារ
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,២.មហាវិទ្យាល័យវិទ្យាសាស្ត្រកសិកម្ម និងអភិវឌ្ឍន៍ជនបទ,អភិវឌ្ឍន៍ជនបទ
,,,,,,,,,,៣.មហាវិទ្យាល័យវិទ្យាសាស្ត្រអប់រំ និងភាសាបរទេស,ភាសាអង់គ្លេស
,,,,,,,,,,,គ្រប់គ្រងអប់រំ
,,,,,,,,,,,អក្សរសាស្ត្រខ្មែរ
,,,,,,,,,,,គណិតវិទ្យា
72,វិទ្យាស្ថានបូលីណូ,bolino,ផ្លូវជាតិលេខ៥ គីឡូម៉ែតលេខ៦០ ភូមិអូរូង ឃុំឈូកស ស្រុកកំពង់ត្រឡាច ខេត្តកំពង់ឆ្នាំង ,កំពង់ឆ្នាំង,០២៦ ៦៦១ ៦១៦១ ;                      ០២៦ ៦៦០ ៦០៦០,,iusabo@yahoo.com,http://bolyno.com.kh/institute,,១.មហាវិទ្យាល័យវេជ្ជសាស្ត្រ,វេជ្ជសាស្ត្រទូទៅ
,,,,,,,,,,២.មហាវិទ្យាល័យឱសថសាស្ត្រ,ឱសថសាស្ត្រ
,,,,,,,,,,៣.មហាវិទ្យាល័យទន្តវទនសាស្ត្រ,ទន្តសាស្ត្រ
,,,,,,,,,,,ទន្តគិលានុបដ្ឋាក
,,,,,,,,,,៤.មហាវិទ្យាល័យវិទ្យាសាស្ត្រថែទាំវេជ្ជសាស្ត្រ,គិលានុបដ្ឋាក
,,,,,,,,,,,ឆ្មប
,,,,,,,,,,៥.មហាវិទ្យាល័យមនុស្សសាស្ត្រ និងភាសា,ភាសាអង្គគ្លេស
,,,,,,,,,,៦.មហាវិទ្យាល័យ  នីតិសាស្ត្រ,ច្បាប់ទូទៅ
,,,,,,,,,,៧.មហាវិទ្យាល័យវិទ្យាសាស្ត្រសង្គម​និងព័ត៌មាន,សុខភាពសាធារណៈ
,,,,,,,,,,៨.មហាវិទ្យាល័យពាណិជ្ជសាស្ត្រ និងវិទ្យាសាស្ត្រសេដ្ឋកិច្ច,គ្រប់គ្រង
,,,,,,,,,,,គណនេយ្យ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,ទេសចរណ៍
,,,,,,,,,,,សេដ្ឋកិច្ច
,,,,,,,,,,,ធនាគារ និងហិរញ្ញវត្ថុ
,,,,,,,,,,៩.មហាវិទ្យាល័យបច្ចេកវិទ្យា និងវិទ្យាសាស្ត្រ,សំណង់ស៊ីវិល
,,,,,,,,,,,ស្ថាបត្យកម្ម
,,,,,,,,,,,ព័ត៌មានវិទ្យាសំណង់
,,,,,,,,,,,សុរិយោដី
,,,,,,,,,,,វិទ្យាសាស្ត្រកុំព្យូរទ័រ
,,,,,,,,,,,វិទ្យាសាស្ត្របរិស្ថាន
,,,,,,,,,,,មីក្រូជីវសាស្ត្រ
,,,,,,,,,,,គីមី/បច្ចេកវិទ្យាចំណីអាហារ
,,,,,,,,,,១០.មហាវិទ្យាល័យវិទ្យាសាស្ត្រកសិកម្ម និងអភិវឌ្ឍន៍ជនបទ,ក្សេត្យសាស្ត្រ
,,,,,,,,,,,អភិវឌ្ឍន៍ជនបទ
,,,,,,,,,,,បសុពេទ្យ(ពេទសត្វ)
,,,,,,,,,,,ជលផល
73,វិទ្យាស្ថាន សន្តប៉ូល,sonta_pol,ភូមិអង្គគគីរ ឃុំតាភេម ស្រុកត្រាំកក់ ខេត្តតាកែវ,តាកែវ,០៣២ ៦៣៦ ០០០៣;            ០៣២ ៦៣៩ ០០០២    ,spi.takeeo@gmail.com,,,,១.មហាវិទ្យាល័យព័ត៌មានវិទ្យា,វិស្វកម្ម Software
,,,,,,,,,,,ទូរគមនាគមន៍ និងបណ្ដាញ
,,,,,,,,,,២.ដេប៉ាតឺម៉ង់អក្សរសាស្ត្រ​      អង់គ្លេស,អប់រំភាសាអង់គ្លេស
,,,,,,,,,,,ភាសាអង្គគ្លេសសម្រាប់ទំនាក់ទំនង
,,,,,,,,,,៣.ដេប៉ាតឺម៉ង់គ្រប់គ្រងទេសចរណ៍,គ្រប់គ្រងទេសចរណ៍
,,,,,,,,,,៤.ដេប៉ាតឺម៉ង់ក្សេត្រសាស្ត្រ,ក្សេត្យសាស្ត្រ
,,,,,,,,,,៥. ដេប៉ាតឺម៉ង់សង្កមកិច្ច,សង្គម
74,វិទ្យាស្ថានពាណិជ្ជសាស្រ្តអេស៊ីលីដា,acleda,ផ្ទះលេខ ៥០ ផ្លូវ ៥១៦​. ៣៣៥ ភូមិទី៦ សង្កាត់បឹងកក់I ខណ្ឌទួលគោក ភ្នំពេញ,រាជធានីភ្នំពេញ," 85­5 (0)23 986 937; 85­5 (0)23 999 944;

85­5 (0)23 999 979; 85­5 (0)23 881 780",,info@acleda-aib.edu.kh,www.facebook.com/acledaatc/,,,ហិរញ្ញវត្ថុ និងធនាគារ
75,វិទ្យាស្ថានសហប្រតិបតិ្តការអន្តរជាតិ កម្ពុជា,cici," ផ្លូវ 182, សង្កាត់ទឹកល្អក់ 2, ខណ្ឌទួលគោក, រាជធានីភ្នំពេញ",រាជធានីភ្នំពេញ,"012 898 112;
016 926 444",,info@cici.edu.kh,www.cici.edu.kh,,មហាវិទ្យាល័យសិល្បៈ មនុស្សសាស្រ្ត និងភាសាបរទេស,អក្សរសាស្រ្តអង់គ្លេស
,,,,,,,,,,មហាវិទ្យាល័យគ្រប់គ្រងពាណិជ្ជកម្ម សណ្ឋាគារ-ទេសចរណ៏,គណនេយ្យ
,,,,,,,,,,,ធនាគារ និងហិរញ្ញវត្ថុ
,,,,,,,,,,,ទីផ្សារ
,,,,,,,,,,,គ្រប់គ្រង
,,,,,,,,,,មហាវិទ្យាល័យនីតិសាស្រ្ត និងវិទ្យាសាស្រ្តសេដ្ឋកិច្ច,គ្រប់គ្រងសណ្ឋាគារ-ទេសចរណ៍
,,,,,,,,,,,នីតិសាធារណៈ
,,,,,,,,,,,នីតិឯកជន
,,,,,,,,,,,អភិវឌ្ឃន៍សេដ្ឋកិច្ច
,,,,,,,,,,មហាវិទ្យាល័យវិទ្យាសាស្រ្ត និងបច្ចេកវិទ្យាព័ត៌មានវិទ្យា,វិទ្យាសាស្រ្តកុំព្យូទ័រ
,,,,,,,,,,,ព័ត៌មានវិទ្យា
,,,,,,,,,,មហាវិទ្យាល័យកសិកម្ម និងអភិវឌ្ឍជនបទ,កសិកម្ម
,,,,,,,,,,,អភិវឌ្ឃជនបទ
,,,,,,,,,,មហាវិទ្យាល័យវិស្វកម្ម និងអេឡិចត្រូនិច,វិស្វកម្មអគ្គីសនី
,,,,,,,,,,,វិស្វកម្មអេឡិចត្រូនិច
